Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42602350,05/06/2019 02:23:12 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11208,230 HIGHLAND PLACE,HIGHLAND PLACE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/06/2019 06:32:39 PM,05 BROOKLYN,BROOKLYN,1017315,186950,Unspecified,BROOKLYN,,,,,,,,40.67974957220387,-73.88078883797058,"(40.67974957220387, -73.88078883797058)"
42602351,05/06/2019 11:56:22 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10458,2485 ELM PLACE,ELM PLACE,EAST 188 STREET,EAST FORDHAM ROAD,EAST 188 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,,,In Progress,,05/06/2019 04:03:19 PM,05 BRONX,BRONX,1013542,253120,Unspecified,BRONX,,,,,,,,40.86138205958547,-73.89410343591835,"(40.86138205958547, -73.89410343591835)"
42602352,05/06/2019 02:34:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11413,225-02 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,225 STREET,226 STREET,225 STREET,226 STREET,ADDRESS,SPRINGFIELD GARDENS,,,In Progress,,05/06/2019 06:53:47 PM,13 QUEENS,QUEENS,1053000,181826,Unspecified,QUEENS,,,,,,,,40.665480172452085,-73.7521844094499,"(40.665480172452085, -73.7521844094499)"
42602353,05/06/2019 09:57:54 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10025,12 WEST 104 STREET,WEST 104 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,CENTRAL PARK WEST,MANHATTAN AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/07/2019 02:05:57 AM,07 MANHATTAN,MANHATTAN,994931,229616,Unspecified,MANHATTAN,,,,,,,,40.79691244911806,-73.9614234070487,"(40.79691244911806, -73.9614234070487)"
42602354,05/06/2019 10:24:32 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11238,407 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 02:28:27 AM,08 BROOKLYN,BROOKLYN,994507,184409,Unspecified,BROOKLYN,,,,,,,,40.67283091333569,-73.96302368954532,"(40.67283091333569, -73.96302368954532)"
42602355,05/06/2019 09:23:06 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11235,,,,,,,INTERSECTION,BROOKLYN,,,In Progress,,05/06/2019 01:31:09 PM,13 BROOKLYN,BROOKLYN,994069,150938,Unspecified,BROOKLYN,,,,,,,,40.58096056639235,-73.96465136353083,"(40.58096056639235, -73.96465136353083)"
42603466,05/06/2019 08:16:15 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,1115 UNION STREET,UNION STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/06/2019 12:19:32 PM,09 BROOKLYN,BROOKLYN,996401,183202,Unspecified,BROOKLYN,,,,,,,,40.669515571931356,-73.95619802859916,"(40.669515571931356, -73.95619802859916)"
42603467,05/06/2019 07:22:49 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10027,162 WEST 132 STREET,WEST 132 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/06/2019 11:27:18 AM,10 MANHATTAN,MANHATTAN,999624,235429,Unspecified,MANHATTAN,,,,,,,,40.81286061234784,-73.94446038027107,"(40.81286061234784, -73.94446038027107)"
42603468,05/06/2019 01:48:51 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11220,50 STREET,50 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,BLOCKFACE,BROOKLYN,,,In Progress,,05/06/2019 05:54:47 PM,12 BROOKLYN,BROOKLYN,983525,172609,Unspecified,BROOKLYN,,,,,,,,40.640448412472644,-74.00261234421534,"(40.640448412472644, -74.00261234421534)"
42603469,05/06/2019 07:56:57 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10472,1558 EAST 172 STREET,EAST 172 STREET,BOYNTON AVENUE,WARD AVENUE,BOYNTON AVENUE,WARD AVENUE,ADDRESS,BRONX,,,In Progress,,05/07/2019 12:02:22 AM,09 BRONX,BRONX,1017996,242188,Unspecified,BRONX,,,,,,,,40.831361062316724,-73.87805635296453,"(40.831361062316724, -73.87805635296453)"
42603470,05/06/2019 10:31:57 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,55 WINTHROP AVENUE,WINTHROP AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/06/2019 02:44:32 PM,09 BROOKLYN,BROOKLYN,995885,178504,Unspecified,BROOKLYN,,,,,,,,40.65662129596871,-73.95806621423951,"(40.65662129596871, -73.95806621423951)"
42603471,05/06/2019 01:45:19 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10027,17 WEST 125 STREET,WEST 125 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/06/2019 05:54:46 PM,10 MANHATTAN,MANHATTAN,1000054,233184,Unspecified,MANHATTAN,,,,,,,,40.80669795254655,-73.94291226196873,"(40.80669795254655, -73.94291226196873)"
42604633,05/06/2019 01:46:03 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11104,47-07 41 STREET,41 STREET,47 AVENUE,GREENPOINT AVENUE,47 AVENUE,GREENPOINT AVENUE,ADDRESS,SUNNYSIDE,,,In Progress,,05/06/2019 05:49:28 PM,02 QUEENS,QUEENS,1005368,209383,Unspecified,QUEENS,,,,,,,,40.74135936868028,-73.92379165849798,"(40.74135936868028, -73.92379165849798)"
42604634,05/06/2019 12:33:01 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10013,,,,,,,INTERSECTION,NEW YORK,,,In Progress,,05/06/2019 04:41:31 PM,02 MANHATTAN,MANHATTAN,983216,203869,Unspecified,MANHATTAN,,,,,,,,40.726249948822776,-74.00373054025768,"(40.726249948822776, -74.00373054025768)"
42604635,05/06/2019 09:24:43 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11238,415 CLERMONT AVENUE,CLERMONT AVENUE,GREENE AVENUE,FULTON STREET,GREENE AVENUE,FULTON STREET,ADDRESS,BROOKLYN,,,In Progress,,05/06/2019 01:31:09 PM,02 BROOKLYN,BROOKLYN,992779,188895,Unspecified,BROOKLYN,,,,,,,,40.68514580011195,-73.96924742212204,"(40.68514580011195, -73.96924742212204)"
42604636,05/06/2019 09:28:43 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10024,425 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 80 STREET,WEST 81 STREET,WEST 80 STREET,WEST 81 STREET,ADDRESS,NEW YORK,,,In Progress,,05/07/2019 01:31:12 AM,07 MANHATTAN,MANHATTAN,990439,224930,Unspecified,MANHATTAN,,,,,,,,40.78405492776559,-73.977651491007,"(40.78405492776559, -73.977651491007)"
42604637,05/06/2019 05:58:25 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10304,14 BROAD STREET,BROAD STREET,BAY STREET,BROWNELL STREET,BAY STREET,BROWNELL STREET,ADDRESS,STATEN ISLAND,,,In Progress,,05/06/2019 10:09:24 PM,01 STATEN ISLAND,STATEN ISLAND,963271,167187,Unspecified,STATEN ISLAND,,,,,,,,40.625541361258655,-74.07557535927018,"(40.625541361258655, -74.07557535927018)"
42604638,05/06/2019 09:14:00 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10035,68 EAST 119 STREET,EAST 119 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/07/2019 01:16:51 AM,11 MANHATTAN,MANHATTAN,1000091,231339,Unspecified,MANHATTAN,,,,,,,,40.80163386951293,-73.94278296255261,"(40.80163386951293, -73.94278296255261)"
42604639,05/06/2019 12:28:20 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10030,2269 7 AVENUE,7 AVENUE,WEST 133 STREET,WEST 134 STREET,WEST 133 STREET,WEST 134 STREET,ADDRESS,NEW YORK,,,In Progress,,05/06/2019 04:31:56 PM,10 MANHATTAN,MANHATTAN,999638,235960,Unspecified,MANHATTAN,,,,,,,,40.81431803450424,-73.94440858694863,"(40.81431803450424, -73.94440858694863)"
42604640,05/06/2019 11:03:04 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11354,37-22 BOWNE STREET,BOWNE STREET,37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,ADDRESS,FLUSHING,,,In Progress,,05/06/2019 03:07:43 PM,07 QUEENS,QUEENS,1032671,217202,Unspecified,QUEENS,,,,,,,,40.762713159576506,-73.82520744626915,"(40.762713159576506, -73.82520744626915)"
42605804,05/07/2019 09:47:14 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,407 LINCOLN PLACE,LINCOLN PLACE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/08/2019 01:50:24 AM,08 BROOKLYN,BROOKLYN,994478,184458,Unspecified,BROOKLYN,,,,,,,,40.6729654408789,-73.96312815968557,"(40.6729654408789, -73.96312815968557)"
42605805,05/07/2019 10:30:33 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11211,173 PENN STREET,PENN STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/08/2019 02:33:24 AM,01 BROOKLYN,BROOKLYN,996316,195656,Unspecified,BROOKLYN,,,,,,,,40.70369906112034,-73.95648213364873,"(40.70369906112034, -73.95648213364873)"
42605806,05/07/2019 06:04:27 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11234,4605 AVENUE I,AVENUE I,EAST 46 STREET,SCHENECTADY AVENUE,EAST 46 STREET,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 10:11:42 PM,18 BROOKLYN,BROOKLYN,1003176,168915,Unspecified,BROOKLYN,,,,,,,,40.63028897997154,-73.93181557899563,"(40.63028897997154, -73.93181557899563)"
42605808,05/07/2019 05:40:59 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,375 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 09:43:12 PM,08 BROOKLYN,BROOKLYN,994293,184469,Unspecified,BROOKLYN,,,,,,,,40.672995845212846,-73.96379506641603,"(40.672995845212846, -73.96379506641603)"
42605810,05/07/2019 05:40:12 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 155 STREET,BEND,WEST 155 STREET,ADDRESS,NEW YORK,,,In Progress,,05/07/2019 09:52:22 PM,12 MANHATTAN,MANHATTAN,998494,243200,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
42605812,05/07/2019 10:35:56 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10024,319 WEST 88 STREET,WEST 88 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,,,In Progress,,05/07/2019 02:54:04 PM,07 MANHATTAN,MANHATTAN,990473,227263,Unspecified,MANHATTAN,,,,,,,,40.790458364432695,-73.97752655551268,"(40.790458364432695, -73.97752655551268)"
42605814,05/07/2019 08:30:40 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11235,2923 BRIGHTON 3 STREET,BRIGHTON 3 STREET,NEPTUNE AVENUE,BRIGHTON 2 PLACE,NEPTUNE AVENUE,BRIGHTON 2 PLACE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 12:33:35 PM,13 BROOKLYN,BROOKLYN,993873,150679,Unspecified,BROOKLYN,,,,,,,,40.58024987754576,-73.96535733692166,"(40.58024987754576, -73.96535733692166)"
42607023,05/07/2019 11:21:49 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11238,42 CLIFTON PLACE,CLIFTON PLACE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/08/2019 03:24:46 AM,02 BROOKLYN,BROOKLYN,994480,189766,Unspecified,BROOKLYN,,,,,,,,40.68753469296103,-73.96311289185518,"(40.68753469296103, -73.96311289185518)"
42607024,05/07/2019 07:46:52 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10462,1651 HUNT AVENUE,HUNT AVENUE,,,,,LATLONG,BRONX,,,In Progress,,05/07/2019 11:49:03 AM,11 BRONX,BRONX,1021720,246385,Unspecified,BRONX,,,,,,,,40.84286558314409,-73.86457597944596,"(40.84286558314409, -73.86457597944596)"
42607025,05/07/2019 08:26:05 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11233,1745 FULTON STREET,FULTON STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/08/2019 12:32:51 AM,03 BROOKLYN,BROOKLYN,1003867,186929,Unspecified,BROOKLYN,,,,,,,,40.67973194989824,-73.92927372509315,"(40.67973194989824, -73.92927372509315)"
42607028,05/07/2019 08:24:32 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11228,1076 73 STREET,73 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/08/2019 12:32:52 AM,10 BROOKLYN,BROOKLYN,981111,166809,Unspecified,BROOKLYN,,,,,,,,40.624528114512664,-74.01130785178223,"(40.624528114512664, -74.01130785178223)"
42607029,05/07/2019 12:35:10 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11233,HANCOCK STREET,HANCOCK STREET,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,BLOCKFACE,BROOKLYN,,,In Progress,,05/07/2019 05:02:45 PM,03 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
42607030,05/07/2019 08:50:39 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10027,2067 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,WEST 123 STREET,WEST 124 STREET,WEST 123 STREET,WEST 124 STREET,ADDRESS,NEW YORK,,,In Progress,,05/07/2019 01:09:06 PM,10 MANHATTAN,MANHATTAN,998342,233622,Unspecified,MANHATTAN,,,,,,,,40.80790303782589,-73.94909548479804,"(40.80790303782589, -73.94909548479804)"
42607031,05/07/2019 06:20:14 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11208,3400 FULTON STREET,FULTON STREET,AUTUMN AVENUE,LINCOLN AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 10:26:06 PM,05 BROOKLYN,BROOKLYN,1020272,188587,Unspecified,BROOKLYN,,,,,,,,40.68423122054006,-73.87011905848708,"(40.68423122054006, -73.87011905848708)"
42608230,05/07/2019 10:17:13 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,305 JEFFERSON STREET,JEFFERSON STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/08/2019 02:20:02 AM,04 BROOKLYN,BROOKLYN,1004665,195974,Unspecified,BROOKLYN,,,,,,,,40.70455657272129,-73.9263692410357,"(40.70455657272129, -73.9263692410357)"
42608231,05/07/2019 09:36:36 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,375 LINCOLN PLACE,LINCOLN PLACE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/08/2019 01:43:14 AM,08 BROOKLYN,BROOKLYN,994333,184532,Unspecified,BROOKLYN,,,,,,,,40.673168720586546,-73.9636507725137,"(40.673168720586546, -73.9636507725137)"
42608232,05/07/2019 08:02:45 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10454,80 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,,,,,LATLONG,BRONX,,,In Progress,,05/08/2019 12:05:23 AM,01 BRONX,BRONX,1004725,232943,Unspecified,BRONX,,,,,,,,40.806026884245824,-73.92604026147188,"(40.806026884245824, -73.92604026147188)"
42608233,05/07/2019 11:37:42 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11238,510 WAVERLY AVENUE,WAVERLY AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/08/2019 03:41:02 AM,02 BROOKLYN,BROOKLYN,993696,187894,Unspecified,BROOKLYN,,,,,,,,40.68239735249065,-73.96594244583652,"(40.68239735249065, -73.96594244583652)"
42608234,05/07/2019 08:03:57 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11233,88 CHAUNCEY STREET,CHAUNCEY STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/08/2019 12:07:26 AM,03 BROOKLYN,BROOKLYN,1003744,186975,Unspecified,BROOKLYN,,,,,,,,40.679858481158604,-73.92971705066394,"(40.679858481158604, -73.92971705066394)"
42608235,05/07/2019 01:40:52 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11215,171 12 STREET,12 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 05:44:22 PM,06 BROOKLYN,BROOKLYN,986502,183140,Unspecified,BROOKLYN,,,,,,,,40.66935344793992,-73.99188200182238,"(40.66935344793992, -73.99188200182238)"
42608236,05/07/2019 07:39:21 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11215,173 12 STREET,12 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 11:41:49 AM,06 BROOKLYN,BROOKLYN,986516,183131,Unspecified,BROOKLYN,,,,,,,,40.66932874137717,-73.991831537719,"(40.66932874137717, -73.991831537719)"
42608238,05/07/2019 07:29:14 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11238,407 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 11:32:35 AM,08 BROOKLYN,BROOKLYN,994507,184409,Unspecified,BROOKLYN,,,,,,,,40.67283091333569,-73.96302368954532,"(40.67283091333569, -73.96302368954532)"
42608239,05/07/2019 09:03:06 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11385,690 SENECA AVENUE,SENECA AVENUE,GATES AVENUE,PALMETTO STREET,GATES AVENUE,PALMETTO STREET,ADDRESS,RIDGEWOOD,,,In Progress,,05/07/2019 01:09:07 PM,05 QUEENS,QUEENS,1009760,195405,Unspecified,QUEENS,,,,,,,,40.70298158058066,-73.90799527754446,"(40.70298158058066, -73.90799527754446)"
42608954,05/07/2019 09:36:03 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Day Care/Nursery,11216,671 PROSPECT PLACE,PROSPECT PLACE,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 01:45:57 PM,08 BROOKLYN,BROOKLYN,996845,185089,Unspecified,BROOKLYN,,,,,,,,40.67469434269881,-73.95459397002386,"(40.67469434269881, -73.95459397002386)"
42609416,05/07/2019 11:36:22 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11432,80-72 164 STREET,164 STREET,UNION TURNPIKE,81 AVENUE,UNION TURNPIKE,81 AVENUE,ADDRESS,JAMAICA,,,In Progress,,05/07/2019 03:47:37 PM,08 QUEENS,QUEENS,1038481,201934,Unspecified,QUEENS,,,,,,,,40.72077267841973,-73.80435737892688,"(40.72077267841973, -73.80435737892688)"
42609417,05/07/2019 10:34:36 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11206,,,,,,,INTERSECTION,BROOKLYN,,,In Progress,,05/07/2019 02:41:28 PM,01 BROOKLYN,BROOKLYN,1000095,196198,Unspecified,BROOKLYN,,,,,,,,40.70518076337023,-73.94285132278691,"(40.70518076337023, -73.94285132278691)"
42609418,05/07/2019 08:54:21 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215,179 12 STREET,12 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 12:57:27 PM,06 BROOKLYN,BROOKLYN,986558,183105,Unspecified,BROOKLYN,,,,,,,,40.66925736633249,-73.99168014529083,"(40.66925736633249, -73.99168014529083)"
42609419,05/07/2019 05:33:30 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,375 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 09:42:10 PM,08 BROOKLYN,BROOKLYN,994293,184469,Unspecified,BROOKLYN,,,,,,,,40.672995845212846,-73.96379506641603,"(40.672995845212846, -73.96379506641603)"
42609420,05/07/2019 03:22:38 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11105,20-65 18 STREET,18 STREET,20 AVENUE,20 ROAD,20 AVENUE,20 ROAD,ADDRESS,ASTORIA,,,In Progress,,05/07/2019 07:30:36 PM,01 QUEENS,QUEENS,1007685,225202,Unspecified,QUEENS,,,,,,,,40.78477259216737,-73.91537517705491,"(40.78477259216737, -73.91537517705491)"
42609421,05/07/2019 07:33:34 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11249,102 SOUTH 2 STREET,SOUTH 2 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 11:36:42 AM,01 BROOKLYN,BROOKLYN,994275,199367,Unspecified,BROOKLYN,,,,,,,,40.7138874241673,-73.96383778467005,"(40.7138874241673, -73.96383778467005)"
42609422,05/07/2019 03:11:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10459,932 EAST 165 STREET,EAST 165 STREET,INTERVALE AVENUE,KELLY STREET,INTERVALE AVENUE,KELLY STREET,ADDRESS,BRONX,,,In Progress,,05/07/2019 07:30:35 PM,02 BRONX,BRONX,1012986,239453,Unspecified,BRONX,,,,,,,,40.82387199490261,-73.89617205146743,"(40.82387199490261, -73.89617205146743)"
42610585,05/07/2019 10:20:24 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10011,139 WEST 13 STREET,WEST 13 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/08/2019 02:23:09 AM,02 MANHATTAN,MANHATTAN,984657,207851,Unspecified,MANHATTAN,,,,,,,,40.73717961325529,-73.99853135498739,"(40.73717961325529, -73.99853135498739)"
42610586,05/07/2019 05:08:52 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11208,3288 FULTON STREET,FULTON STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/07/2019 09:11:37 PM,05 BROOKLYN,BROOKLYN,1019239,188120,Unspecified,BROOKLYN,,,,,,,,40.682953557057814,-73.87384606354634,"(40.682953557057814, -73.87384606354634)"
42610587,05/07/2019 07:25:05 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10023,342 WEST 71 STREET,WEST 71 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/07/2019 11:27:44 PM,07 MANHATTAN,MANHATTAN,987969,223273,Unspecified,MANHATTAN,,,,,,,,40.77950828684622,-73.98657159003473,"(40.77950828684622, -73.98657159003473)"
42610590,05/07/2019 03:03:39 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10035,210 EAST 119 STREET,EAST 119 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/07/2019 07:10:16 PM,11 MANHATTAN,MANHATTAN,1001390,230625,Unspecified,MANHATTAN,,,,,,,,40.79967171082116,-73.93809285233048,"(40.79967171082116, -73.93809285233048)"
42610591,05/07/2019 07:16:24 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11213,1505 DEAN STREET,DEAN STREET,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/07/2019 11:25:41 PM,08 BROOKLYN,BROOKLYN,1001385,185659,Unspecified,BROOKLYN,,,,,,,,40.67625124043202,-73.9382254453173,"(40.67625124043202, -73.9382254453173)"
42610592,05/07/2019 11:10:32 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11417,103-61 97 STREET,97 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,,,In Progress,,05/07/2019 03:23:40 PM,10 QUEENS,QUEENS,1027893,187643,Unspecified,QUEENS,,,,,,,,40.68160586379659,-73.84264694508443,"(40.68160586379659, -73.84264694508443)"
